"airbnbId","title","description","priceOriginal","priceCurrent","rating","reviews","guests","rooms","beds","bathrooms","host","favoriteGuestMark"
"569355422610476865","Madison 605","Alojamiento entero: apartamento con servicios incluidos en Santiago, Chile","$49,604 CLP","$42,900 CLP","4.84","99","2 huéspedes","1 habitación","1 cama","1 baño","Carlos","Favorito entre huéspedes"
"1237313086027047004","Hermoso departamento en santiago","Alojamiento entero: vivienda rentada en Santiago, Chile","Sin datos","Sin datos","4.7","20","2 huéspedes","1 habitación","1 cama","1 baño","Jeferson","Favorito entre huéspedes"
"1245214817328804795","Homestudio amoblado.","Alojamiento entero: vivienda rentada en Santiago, Chile","Sin datos","$28,000 CLP","4.85","34","2 huéspedes","Sin datos de habitaciones","1 cama","1 baño","Paulina Alejandra","Favorito entre huéspedes"
"1201813634196910521","Departamento en Providencia","Alojamiento entero: vivienda rentada en Providencia, Chile","Sin datos","Sin datos","4.81","37","2 huéspedes","1 habitación","1 cama","1 baño","Esteban","Favorito entre huéspedes"
"54221679","Amplio Loft c/aire acondicionado en Bellas Artes","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos de huéspedes","Sin datos de habitaciones","Sin datos de camas","Sin datos de baños","Sin datos","No"
"923318276459345315","Alojamiento boutique en la ciudad","Alojamiento entero: vivienda rentada en Las Condes, Chile","$66,671 CLP","$49,855 CLP","4.36","64 reseñas","2 huéspedes","1 habitación","1 cama","1 baño","Andes STR","No"
"1347055278964750265","A pasos de Barrio Italia","Alojamiento entero: vivienda rentada en Providencia, Chile","Sin datos","$35,000 CLP","Novedad","Sin datos","2 huéspedes","1 habitación","1 cama","1 baño","Franek","No"
"45941201","Santiago Centro, vista insuperable a la Cordillera","Alojamiento entero: vivienda rentada en Santiago, Chile","Sin datos","$33,000 CLP","4.8","232 reseñas","2 huéspedes","1 habitación","1 cama","1 baño","Massiel","No"
"31675606","Apartamento Providencia, con una buena ubicación","Alojamiento entero: vivienda rentada en Providencia, Chile","Sin datos","Sin datos","4.63","236 reseñas","3 huéspedes","1 habitación","1 cama","1 baño","Felipe","No"
"1297861259718851266","Departamento amoblado para 2","Alojamiento entero: vivienda rentada en Santiago, Chile","$36,067 CLP","$32,000 CLP","4.5","4 reseñas","2 huéspedes","1 habitación","1 cama","1 baño","Nestor Javier","No"
"1214078664928627645","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos de huéspedes","Sin datos de habitaciones","Sin datos de camas","Sin datos de baños","Sin datos","No"
"29007496","Una vez","Alojamiento entero: vivienda rentada en Santiago, Chile","Sin datos","Sin datos","4.71","90 reseñas","2 huéspedes","1 habitación","1 cama","1 baño","Paz","No"
"22185649","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos de huéspedes","Sin datos de habitaciones","Sin datos de camas","Sin datos de baños","Sin datos","No"
"1297321206493545361",,,,,,,,,,,,
"870248477643749361","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos de huéspedes","Sin datos de habitaciones","Sin datos de camas","Sin datos de baños","Sin datos","No"
"1164021636968173997","A/C,2”a Metro,MovistarArena,vista hermosa a parque","Alojamiento entero: vivienda rentada en Santiago, Chile","$52,501 CLP","$36,751 CLP","4.98","66","3 huéspedes","1 habitación","1 cama","1 baño","Miguel","Favorito entre huéspedes"
